left_to_pin_before,penalty,hole_no,shot_no,completed,putt,left_to_pin_after,par,yards,mp_name,usa_player1,usa_player2,eur_player1,eur_player2,mp_start_time,player_shot_name,shot_team,lie_after,lie_before
16272,FALSE,10,1,TRUE,FALSE,5544,4,452,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Tee
5544,FALSE,10,2,TRUE,FALSE,360,4,452,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Fairway
360,FALSE,10,3,TRUE,FALSE,12,4,452,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Intermediate Rough
12,FALSE,10,4,TRUE,TRUE,1,4,452,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
21816,FALSE,11,1,TRUE,FALSE,11196,5,606,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Tee
720,FALSE,3,3,TRUE,FALSE,72,5,633,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Greenside Bunker
72,FALSE,7,4,TRUE,TRUE,1,4,402,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
10908,FALSE,5,1,TRUE,FALSE,1620,4,352,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Intermediate Rough,Tee
11196,FALSE,11,2,TRUE,FALSE,2016,5,606,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Rough,Fairway
14472,FALSE,7,1,TRUE,FALSE,4356,4,402,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Intermediate Rough,Tee
4356,FALSE,7,2,TRUE,FALSE,2700,4,402,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Intermediate Rough
2700,FALSE,7,3,TRUE,FALSE,72,4,402,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Fairway
15912,FALSE,1,1,TRUE,FALSE,5508,4,442,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Fairway,Tee
5508,FALSE,1,2,TRUE,FALSE,252,4,442,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green Fringe,Fairway
252,FALSE,1,3,TRUE,FALSE,12,4,442,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green Fringe
12,FALSE,1,4,TRUE,TRUE,1,4,442,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,NA,Green
10152,FALSE,3,2,TRUE,FALSE,720,5,633,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Greenside Bunker,Rough
72,FALSE,3,4,TRUE,TRUE,12,5,633,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Green
12,FALSE,3,5,TRUE,TRUE,1,5,633,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Green
7560,FALSE,4,1,TRUE,FALSE,156,3,210,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Tee
10908,FALSE,5,1,TRUE,FALSE,1368,4,352,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Rough,Tee
2016,FALSE,11,3,TRUE,FALSE,288,5,606,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Rough
288,FALSE,11,4,TRUE,TRUE,24,5,606,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Green
24,FALSE,11,5,FALSE,TRUE,1,5,606,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
156,FALSE,4,2,TRUE,TRUE,48,3,210,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Green
48,FALSE,4,3,TRUE,TRUE,1,3,210,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Hole,Green
17100,FALSE,9,1,TRUE,FALSE,6264,4,475,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
6264,FALSE,9,2,TRUE,FALSE,1008,4,475,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Intermediate Rough,Fairway
19008,FALSE,12,1,TRUE,FALSE,7596,4,528,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Rough,Tee
6696,FALSE,8,1,TRUE,FALSE,480,3,186,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Tee
480,FALSE,8,2,TRUE,TRUE,84,3,186,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Green
84,FALSE,8,3,TRUE,TRUE,1,3,186,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
7596,FALSE,12,2,TRUE,FALSE,504,4,528,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Greenside Bunker,Rough
15444,FALSE,2,1,TRUE,FALSE,4752,4,429,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Fairway Bunker,Tee
4752,FALSE,2,2,TRUE,FALSE,432,4,429,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Fairway Bunker
504,FALSE,12,3,TRUE,FALSE,96,4,528,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Greenside Bunker
432,FALSE,2,3,TRUE,TRUE,36,4,429,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green
22788,FALSE,3,1,TRUE,FALSE,12600,5,633,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Rough,Tee
36,FALSE,2,4,TRUE,TRUE,1,4,429,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Hole,Green
12600,FALSE,3,2,TRUE,FALSE,5796,5,633,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Intermediate Rough,Rough
1368,FALSE,5,2,TRUE,FALSE,24,4,352,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Rough
24,FALSE,5,3,FALSE,TRUE,1,4,352,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Green
5796,FALSE,3,3,TRUE,FALSE,396,5,633,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Intermediate Rough
96,FALSE,13,3,TRUE,TRUE,24,3,248,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Green
16128,FALSE,14,1,TRUE,FALSE,4968,4,448,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Tee
1260,FALSE,6,3,TRUE,FALSE,48,5,642,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Greenside Bunker
48,FALSE,6,4,TRUE,TRUE,1,5,642,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Hole,Green
96,FALSE,12,4,TRUE,TRUE,1,4,528,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
1008,FALSE,9,3,TRUE,FALSE,432,4,475,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Intermediate Rough,Intermediate Rough
432,FALSE,9,4,TRUE,FALSE,24,4,475,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Intermediate Rough
396,FALSE,3,4,TRUE,TRUE,12,5,633,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green
24,FALSE,9,5,TRUE,TRUE,1,4,475,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
12,FALSE,3,5,TRUE,TRUE,1,5,633,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,NA,Green
7560,FALSE,4,1,TRUE,FALSE,288,3,210,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Tee
288,FALSE,4,2,TRUE,TRUE,12,3,210,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green
24,FALSE,13,4,TRUE,TRUE,1,3,248,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
12,FALSE,4,3,TRUE,TRUE,1,3,210,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,NA,Green
16272,FALSE,10,1,TRUE,FALSE,3672,4,452,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
10908,FALSE,5,1,TRUE,FALSE,864,4,352,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Rough,Tee
8928,FALSE,13,1,TRUE,FALSE,612,3,248,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Greenside Bunker,Tee
72,FALSE,5,3,TRUE,TRUE,12,4,352,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green
612,FALSE,13,2,TRUE,FALSE,96,3,248,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Greenside Bunker
23112,FALSE,6,1,TRUE,FALSE,10476,5,642,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Fairway,Tee
10476,FALSE,6,2,TRUE,FALSE,1260,5,642,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Greenside Bunker,Fairway
3672,FALSE,10,2,TRUE,FALSE,144,4,452,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Fairway
144,FALSE,10,3,TRUE,TRUE,1,4,452,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
4968,FALSE,14,2,TRUE,FALSE,108,4,448,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Intermediate Rough
108,FALSE,14,3,TRUE,TRUE,12,4,448,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Green
21816,FALSE,11,1,TRUE,FALSE,10584,5,606,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
6696,FALSE,8,1,TRUE,FALSE,600,3,186,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Tee
10584,FALSE,11,2,TRUE,FALSE,600,5,606,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Fairway
600,FALSE,11,3,TRUE,TRUE,72,5,606,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Green
14472,FALSE,7,1,TRUE,FALSE,3060,4,402,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Rough,Tee
3060,FALSE,7,2,TRUE,FALSE,1,4,402,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Rough
72,FALSE,11,4,TRUE,TRUE,1,5,606,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
864,FALSE,5,2,TRUE,FALSE,72,4,352,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Rough
12,FALSE,5,4,TRUE,TRUE,1,4,352,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,NA,Green
14580,FALSE,15,1,TRUE,FALSE,3456,4,405,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Tee
3456,FALSE,15,2,TRUE,FALSE,108,4,405,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Intermediate Rough
108,FALSE,15,3,TRUE,TRUE,12,4,405,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Green
12,FALSE,15,4,TRUE,TRUE,1,4,405,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
12,FALSE,14,4,TRUE,TRUE,1,4,448,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
23112,FALSE,6,1,TRUE,FALSE,12564,5,642,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Fairway Bunker,Tee
12564,FALSE,6,2,TRUE,FALSE,5796,5,642,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Fairway,Fairway Bunker
5796,FALSE,6,3,TRUE,FALSE,120,5,642,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Fairway
120,FALSE,6,4,TRUE,TRUE,1,5,642,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Hole,Green
372,FALSE,1,3,TRUE,TRUE,12,4,442,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,Green,Green
12,FALSE,1,4,TRUE,TRUE,1,4,442,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
10368,FALSE,16,2,TRUE,FALSE,396,5,572,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Greenside Bunker,Fairway
14472,FALSE,7,1,TRUE,FALSE,4428,4,402,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Fairway,Tee
4428,FALSE,7,2,TRUE,FALSE,252,4,402,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Fairway
600,FALSE,8,2,TRUE,TRUE,12,3,186,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Green
12,FALSE,8,3,TRUE,TRUE,1,3,186,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Green
19008,FALSE,12,1,TRUE,FALSE,6156,4,528,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Intermediate Rough,Tee
6156,FALSE,12,2,TRUE,FALSE,168,4,528,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Intermediate Rough
168,FALSE,12,3,TRUE,TRUE,1,4,528,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
84,FALSE,9,3,TRUE,TRUE,12,4,475,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Green
12,FALSE,9,4,TRUE,TRUE,1,4,475,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Green
8928,FALSE,13,1,TRUE,FALSE,72,3,248,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Tee
72,FALSE,13,2,TRUE,TRUE,12,3,248,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Green
252,FALSE,7,3,TRUE,TRUE,12,4,402,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green
12,FALSE,7,4,TRUE,TRUE,1,4,402,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,NA,Green
16128,FALSE,14,1,TRUE,FALSE,4860,4,448,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
20592,FALSE,16,1,TRUE,FALSE,10368,5,572,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Tee
396,FALSE,16,3,TRUE,FALSE,12,5,572,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Greenside Bunker
12,FALSE,16,4,TRUE,TRUE,1,5,572,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
4860,FALSE,14,2,TRUE,FALSE,72,4,448,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Fairway
6336,FALSE,17,1,TRUE,FALSE,432,3,176,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Tee
432,FALSE,17,2,TRUE,FALSE,360,3,176,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Rough,Intermediate Rough
360,FALSE,17,3,TRUE,FALSE,36,3,176,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Rough
36,FALSE,17,4,TRUE,TRUE,1,3,176,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
6696,FALSE,8,1,TRUE,FALSE,312,3,186,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Tee
312,FALSE,8,2,TRUE,TRUE,12,3,186,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Green
12,FALSE,8,3,TRUE,TRUE,1,3,186,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,NA,Green
17100,FALSE,9,1,TRUE,FALSE,5796,4,475,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Fairway,Tee
5796,FALSE,9,2,TRUE,FALSE,84,4,475,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Fairway
72,FALSE,14,3,TRUE,TRUE,1,4,448,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
17100,FALSE,9,1,TRUE,FALSE,7524,4,475,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Fairway,Tee
7524,FALSE,9,2,TRUE,FALSE,444,4,475,Sunday Singles Match 12,Zach Johnson,Zach Johnson,Matthew Fitzpatrick,Matthew Fitzpatrick,2016-10-02 18:55:00,Zach Johnson,USA,Green,Fairway
16272,FALSE,10,1,TRUE,FALSE,5652,4,452,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Rough,Tee
5652,FALSE,10,2,TRUE,FALSE,144,4,452,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Rough
144,FALSE,10,3,TRUE,TRUE,1,4,452,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Hole,Green
15552,FALSE,18,1,TRUE,FALSE,5040,4,432,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Tee
5040,FALSE,18,2,TRUE,FALSE,72,4,432,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Fairway
